array,queries,results
67 13 48 29 93 50 93 25 44 40,8-8 | 7-7 | 8-8 | 8-9 | 2-5 | 3-9 | 0-3 | 0-9 | 0-9 | 9-9 | 7-8 | 3-7 | 4-9 | 8-8 | 3-9,44 25 44 40 29 25 13 13 13 40 25 25 25 44 25
41 9 99 21 2 100 76 77 13 26,3-5 | 8-9 | 5-9 | 3-3 | 1-5 | 6-9 | 2-7 | 1-1 | 5-9 | 8-8 | 2-2 | 3-4 | 6-6 | 9-9 | 8-9,2 13 13 21 2 13 2 9 13 13 99 2 76 26 13
27 66 61 99 54 53 5 27 86 70,5-7 | 7-7 | 9-9 | 7-7 | 9-9 | 3-7 | 7-7 | 5-6 | 0-8 | 1-3 | 7-8 | 4-9 | 1-5 | 6-6 | 0-5,5 27 70 27 70 5 27 5 5 61 27 5 53 5 27
90 18 80 21 15 24 60 34 51 15,4-4 | 7-8 | 4-6 | 5-5 | 2-6 | 0-0 | 2-8 | 4-7 | 4-4 | 1-8 | 6-8 | 9-9 | 1-8 | 9-9 | 3-3,15 34 15 24 15 90 15 15 15 15 34 15 15 15 21
48 76 53 76 68 47 69 32 52 83,7-9 | 1-2 | 8-8 | 4-5 | 4-8 | 0-0 | 5-9 | 0-6 | 0-3 | 4-6 | 5-9 | 7-9 | 2-9 | 1-8 | 2-9,32 53 52 47 32 48 32 47 48 47 32 32 32 32 32
8 40 79 71 66 63 96 88 75 67,6-8 | 7-9 | 6-9 | 9-9 | 5-9 | 1-5 | 1-9 | 2-2 | 2-7 | 5-8 | 5-8 | 5-8 | 7-7 | 3-4 | 0-4,75 67 67 67 63 40 40 79 63 63 63 63 88 66 8
2 14 63 27 67 10 64 9 85 87,7-8 | 5-5 | 2-8 | 0-2 | 8-9 | 2-2 | 6-7 | 0-7 | 5-5 | 6-8 | 5-5 | 3-9 | 0-3 | 9-9 | 5-7,9 10 9 2 85 63 9 2 10 9 10 9 2 87 9
60 22 69 10 43 46 85 36 10 20,4-7 | 4-7 | 7-9 | 0-3 | 7-8 | 6-8 | 5-9 | 0-4 | 3-6 | 1-4 | 6-8 | 5-8 | 3-9 | 7-8 | 6-6,36 36 10 10 10 10 10 10 10 10 10 10 10 10 85
87 9 80 76 37 35 76 4 13 68,2-2 | 9-9 | 5-9 | 6-9 | 6-7 | 1-9 | 8-9 | 7-7 | 3-6 | 1-8 | 6-8 | 5-5 | 7-9 | 5-7 | 9-9,80 68 4 4 4 4 13 4 35 4 4 35 4 4 68
65 26 33 1 63 81 87 75 87 18,9-9 | 6-9 | 1-4 | 3-9 | 6-6 | 4-6 | 5-7 | 1-6 | 1-6 | 2-4 | 4-8 | 5-9 | 3-5 | 9-9 | 4-4,18 18 1 1 87 63 75 1 1 1 63 18 1 18 63
21 93 25 39 3 9 65 30 79 9,4-6 | 5-6 | 6-9 | 4-6 | 1-5 | 1-2 | 9-9 | 3-5 | 6-7 | 3-7 | 8-9 | 4-6 | 7-9 | 7-8 | 5-5,3 9 9 3 3 25 9 3 30 3 9 3 9 30 9
20 62 27 27 24 34 28 90 61 50,0-3 | 1-7 | 5-9 | 5-8 | 0-0 | 4-4 | 9-9 | 1-6 | 0-3 | 2-8 | 6-9 | 1-6 | 3-6 | 7-7 | 6-8,20 24 28 28 20 24 50 24 20 24 28 24 24 90 28
40 80 36 7 39 38 98 15 45 36,8-8 | 8-9 | 9-9 | 7-8 | 3-6 | 6-9 | 3-5 | 8-8 | 9-9 | 4-9 | 6-8 | 1-4 | 8-8 | 3-3 | 3-8,45 36 36 15 7 15 7 45 36 15 15 7 45 7 7
90 15 83 60 35 19 6 76 88 6,9-9 | 8-8 | 9-9 | 1-7 | 5-9 | 8-8 | 1-4 | 1-8 | 3-6 | 2-3 | 4-5 | 2-7 | 3-5 | 4-4 | 0-8,6 88 6 6 6 88 15 6 6 60 19 6 19 35 6
79 61 7 52 78 97 37 38 5 21,1-8 | 3-7 | 3-3 | 0-6 | 6-6 | 0-0 | 3-3 | 0-0 | 6-6 | 4-9 | 6-7 | 0-7 | 7-9 | 2-6 | 3-9,5 37 52 7 37 79 52 79 37 5 37 7 5 7 5
17 26 10 92 99 66 42 94 14 57,6-6 | 0-8 | 1-6 | 9-9 | 3-8 | 2-8 | 0-1 | 2-5 | 5-6 | 3-6 | 2-5 | 7-9 | 7-8 | 1-8 | 4-4,42 10 10 57 14 10 17 10 42 42 10 14 14 10 99
62 37 73 99 76 45 64 12 97 64,3-4 | 9-9 | 3-3 | 6-8 | 2-9 | 7-8 | 7-8 | 5-6 | 3-3 | 2-7 | 0-5 | 7-8 | 5-7 | 9-9 | 5-7,76 64 99 12 12 12 12 45 99 12 37 12 12 64 12
41 89 78 82 35 88 55 37 10 44,4-4 | 9-9 | 1-6 | 5-8 | 2-4 | 0-9 | 3-3 | 6-7 | 6-7 | 7-9 | 9-9 | 0-8 | 5-9 | 8-9 | 1-8,35 44 35 10 35 10 82 37 37 10 44 10 10 10 10
16 89 59 63 99 6 22 86 43 29,9-9 | 1-4 | 4-6 | 5-5 | 0-9 | 7-7 | 3-7 | 0-1 | 6-9 | 7-7 | 8-9 | 8-8 | 8-8 | 4-5 | 6-9,29 59 6 6 6 86 6 16 22 86 29 43 43 6 22
59 72 96 93 78 85 1 17 15 43,5-9 | 8-8 | 3-3 | 7-8 | 1-3 | 7-7 | 3-4 | 5-7 | 2-6 | 1-9 | 2-2 | 1-6 | 6-7 | 5-9 | 5-6,1 15 93 15 72 17 78 1 1 1 96 1 1 1 1
57 68 75 62 48 10 80 89 10 40,9-9 | 6-9 | 8-9 | 6-7 | 0-8 | 3-7 | 9-9 | 8-8 | 8-8 | 8-9 | 6-9 | 1-2 | 6-9 | 9-9 | 6-7,40 10 10 80 10 10 40 10 10 10 10 68 10 40 80
76 54 73 41 58 11 43 64 76 20,2-7 | 5-7 | 5-6 | 7-7 | 4-4 | 8-8 | 8-8 | 1-1 | 7-8 | 9-9 | 7-8 | 5-6 | 6-7 | 3-5 | 3-5,11 11 11 64 58 76 76 54 64 20 64 11 43 11 11
90 90 51 85 73 74 41 43 38 48,3-6 | 5-7 | 0-5 | 6-6 | 5-5 | 4-8 | 7-9 | 5-7 | 9-9 | 3-6 | 1-2 | 6-8 | 3-9 | 8-9 | 0-1,41 41 51 41 74 38 38 41 48 41 51 38 38 38 90
79 15 33 95 98 12 4 62 48 10,2-6 | 1-3 | 7-8 | 2-6 | 2-4 | 8-9 | 0-8 | 0-5 | 8-8 | 1-3 | 7-8 | 4-5 | 8-8 | 4-9 | 0-2,4 15 48 4 33 10 4 12 48 15 48 12 48 4 15
14 32 70 26 38 19 85 59 43 55,0-8 | 5-9 | 4-6 | 6-8 | 2-7 | 0-8 | 9-9 | 3-3 | 4-8 | 9-9 | 6-6 | 3-5 | 8-8 | 8-9 | 1-5,14 19 19 43 19 14 55 26 19 55 85 19 43 43 19
69 3 2 86 22 48 24 5 9 2,3-3 | 0-8 | 8-9 | 9-9 | 8-9 | 7-9 | 9-9 | 5-6 | 7-7 | 2-9 | 4-8 | 4-8 | 9-9 | 0-2 | 8-9,86 2 2 2 2 2 2 24 5 2 5 5 2 2 2
79 86 15 99 92 36 13 86 52 86,8-8 | 7-8 | 1-8 | 3-5 | 2-6 | 1-3 | 5-5 | 2-2 | 7-7 | 3-8 | 3-6 | 7-8 | 3-9 | 1-7 | 4-4,52 52 13 36 13 15 36 15 86 13 13 52 13 13 92
17 31 96 99 9 12 31 47 39 27,9-9 | 0-9 | 2-4 | 9-9 | 4-7 | 0-3 | 1-6 | 2-8 | 3-7 | 4-5 | 4-9 | 6-7 | 0-5 | 8-8 | 3-5,27 9 9 27 9 17 9 9 9 9 9 31 9 39 9
67 89 74 64 89 67 29 5 86 45,1-6 | 7-9 | 2-2 | 5-6 | 9-9 | 2-6 | 9-9 | 7-8 | 2-3 | 0-9 | 9-9 | 9-9 | 5-8 | 2-9 | 1-1,29 5 74 29 45 29 45 5 64 5 45 45 5 5 89
52 58 73 25 11 1 20 81 62 69,7-8 | 2-4 | 2-7 | 4-9 | 2-7 | 2-2 | 8-9 | 0-6 | 5-5 | 5-5 | 3-8 | 5-6 | 4-6 | 8-8 | 7-7,62 11 1 1 1 73 62 1 1 1 1 1 1 62 81
26 80 97 48 89 92 93 92 79 86,6-7 | 0-8 | 3-7 | 0-0 | 0-3 | 5-9 | 2-7 | 2-2 | 3-6 | 7-7 | 5-6 | 3-5 | 4-6 | 0-7 | 8-9,92 26 48 26 26 79 48 97 48 92 92 48 89 26 79
58 36 76 95 32 82 95 43 32 26,2-9 | 2-7 | 1-2 | 8-8 | 9-9 | 7-8 | 9-9 | 5-5 | 8-9 | 6-8 | 9-9 | 6-6 | 7-7 | 9-9 | 7-8,26 32 36 32 26 32 26 82 26 32 26 95 43 26 32
75 68 5 9 1 1 42 98 27 76,1-9 | 5-6 | 9-9 | 1-8 | 7-7 | 6-6 | 8-9 | 0-5 | 3-4 | 4-8 | 9-9 | 9-9 | 0-0 | 1-1 | 0-5,1 1 76 1 98 42 27 1 1 1 76 76 75 68 1
9 98 11 90 49 95 72 47 66 81,0-6 | 2-4 | 6-8 | 1-2 | 7-7 | 6-8 | 2-8 | 8-8 | 0-4 | 4-7 | 7-9 | 1-1 | 2-7 | 6-6 | 0-5,9 11 47 11 47 47 11 66 9 47 47 98 11 72 9
59 10 54 22 58 94 20 59 53 84,1-7 | 3-6 | 8-8 | 5-6 | 9-9 | 0-0 | 1-2 | 0-1 | 9-9 | 6-7 | 7-8 | 9-9 | 7-9 | 6-7 | 3-5,10 20 53 20 84 59 10 10 84 20 53 84 53 20 22
5 36 9 41 29 35 24 50 55 2,8-9 | 5-7 | 9-9 | 7-8 | 4-4 | 2-3 | 4-8 | 2-2 | 5-7 | 3-3 | 1-9 | 3-6 | 6-7 | 9-9 | 5-8,2 24 2 50 29 9 24 9 24 41 2 24 24 2 24
74 30 44 64 42 25 25 59 26 15,8-8 | 1-7 | 7-7 | 9-9 | 6-7 | 7-7 | 4-8 | 2-8 | 4-4 | 4-6 | 4-6 | 7-9 | 2-7 | 9-9 | 8-9,26 25 59 15 25 59 25 25 42 25 25 15 25 15 15
80 4 79 37 46 57 7 90 17 10,3-7 | 3-9 | 9-9 | 2-5 | 5-7 | 9-9 | 8-8 | 4-7 | 7-7 | 3-8 | 4-9 | 6-9 | 4-8 | 6-9 | 3-6,7 7 10 37 7 10 17 7 90 7 7 7 7 7 7
90 68 54 99 9 84 16 84 10 58,1-4 | 8-9 | 0-2 | 7-8 | 1-3 | 3-7 | 0-3 | 8-9 | 0-5 | 7-9 | 4-7 | 3-9 | 7-7 | 5-7 | 3-8,9 10 54 10 54 9 54 10 9 10 9 9 84 16 9
2 43 62 10 47 35 88 6 48 68,5-5 | 2-3 | 8-9 | 6-8 | 5-9 | 9-9 | 7-8 | 1-1 | 4-6 | 7-8 | 0-6 | 8-8 | 7-8 | 1-5 | 3-3,35 10 48 6 6 68 6 43 35 6 2 48 6 10 10
44 48 31 100 3 29 84 97 44 27,1-7 | 8-9 | 3-8 | 7-9 | 6-8 | 6-7 | 2-9 | 7-8 | 0-6 | 3-3 | 4-4 | 9-9 | 1-2 | 6-8 | 3-7,3 27 3 27 44 84 3 44 3 100 3 27 31 44 3
47 64 18 51 32 7 54 75 69 7,0-6 | 3-3 | 8-8 | 3-8 | 9-9 | 4-7 | 4-4 | 2-6 | 6-9 | 0-7 | 4-6 | 0-9 | 2-6 | 6-7 | 7-9,7 51 69 7 7 7 32 7 7 7 7 7 7 54 7
21 24 23 97 71 42 39 79 45 79,4-7 | 6-6 | 0-7 | 1-3 | 9-9 | 3-7 | 5-7 | 7-7 | 4-7 | 3-8 | 2-7 | 4-7 | 4-5 | 7-7 | 3-5,39 39 21 23 79 39 39 79 39 39 23 39 42 79 42
25 79 45 34 94 100 6 87 22 84,4-7 | 6-6 | 3-5 | 7-8 | 5-9 | 1-7 | 7-9 | 6-8 | 7-9 | 0-8 | 8-9 | 3-6 | 3-9 | 3-8 | 7-9,6 6 34 22 6 6 22 6 22 6 22 6 6 6 22
24 34 3 5 41 10 29 39 86 11,7-7 | 9-9 | 0-5 | 7-9 | 5-5 | 0-6 | 1-1 | 9-9 | 9-9 | 7-9 | 6-8 | 8-8 | 1-9 | 4-9 | 1-4,39 11 3 11 10 3 34 11 11 11 29 86 3 10 3
3 4 12 53 49 49 1 75 62 75,0-2 | 6-6 | 0-4 | 3-6 | 5-7 | 3-3 | 3-7 | 0-8 | 7-9 | 1-7 | 1-1 | 6-9 | 5-8 | 9-9 | 9-9,3 1 3 1 1 53 1 1 62 1 4 1 1 75 75
52 42 77 2 14 40 96 29 69 25,8-9 | 3-3 | 5-8 | 0-2 | 5-8 | 2-9 | 5-7 | 7-9 | 9-9 | 9-9 | 8-8 | 9-9 | 9-9 | 7-7 | 1-6,25 2 29 42 29 2 29 25 25 25 69 25 25 29 2
40 93 99 96 2 96 41 30 5 51,3-6 | 8-8 | 0-3 | 7-8 | 9-9 | 9-9 | 6-9 | 7-8 | 1-7 | 3-9 | 8-8 | 6-9 | 5-8 | 8-8 | 3-3,2 5 40 5 51 51 5 5 2 2 5 5 5 5 96
55 39 17 4 85 25 60 32 55 57,4-6 | 9-9 | 1-9 | 3-3 | 9-9 | 1-2 | 5-7 | 9-9 | 1-3 | 1-2 | 0-2 | 4-4 | 9-9 | 4-9 | 9-9,25 57 4 4 57 17 25 57 4 17 17 85 57 25 57
73 36 55 71 98 14 47 91 74 15,6-7 | 7-7 | 4-4 | 8-9 | 0-8 | 9-9 | 3-5 | 5-5 | 3-9 | 2-2 | 4-7 | 2-6 | 9-9 | 3-8 | 0-8,47 91 98 15 14 15 14 14 14 55 14 14 15 14 14
100 12 23 50 56 97 58 32 14 28,5-8 | 0-0 | 9-9 | 3-9 | 1-3 | 1-4 | 4-5 | 5-7 | 6-7 | 1-2 | 6-8 | 7-8 | 8-8 | 4-9 | 6-8,14 100 28 14 12 12 56 32 32 12 14 14 14 14 14
54 33 37 62 91 98 46 49 83 49,4-4 | 0-9 | 1-8 | 1-6 | 8-9 | 8-8 | 1-8 | 8-8 | 9-9 | 1-2 | 0-0 | 9-9 | 8-9 | 9-9 | 0-1,91 33 33 33 49 83 33 83 49 33 54 49 49 49 33
28 49 94 41 96 50 75 94 78 55,5-7 | 6-8 | 1-6 | 6-8 | 4-7 | 2-3 | 2-3 | 9-9 | 1-7 | 8-8 | 6-7 | 8-9 | 0-6 | 9-9 | 5-7,50 75 41 75 50 41 41 55 41 78 75 55 28 55 50
86 61 7 39 25 78 48 59 12 71,9-9 | 9-9 | 4-9 | 8-9 | 8-9 | 7-7 | 9-9 | 6-9 | 6-8 | 3-4 | 6-8 | 3-3 | 5-9 | 8-9 | 2-8,71 71 12 12 12 59 71 12 12 25 12 39 12 12 7
86 21 86 3 36 40 16 95 24 7,9-9 | 4-5 | 6-9 | 9-9 | 9-9 | 4-5 | 5-6 | 6-6 | 9-9 | 3-6 | 6-7 | 3-9 | 6-7 | 2-8 | 2-3,7 36 7 7 7 36 16 16 7 3 16 3 16 3 3
26 64 94 38 5 67 27 1 37 62,2-7 | 6-6 | 9-9 | 5-7 | 1-9 | 9-9 | 3-7 | 2-7 | 8-9 | 0-5 | 9-9 | 8-9 | 9-9 | 4-7 | 3-7,1 27 62 1 1 62 1 1 37 5 62 37 62 1 1
61 48 71 24 45 15 3 61 95 34,2-3 | 7-7 | 1-4 | 6-7 | 6-6 | 6-8 | 5-5 | 6-6 | 8-9 | 0-5 | 9-9 | 3-8 | 1-4 | 6-9 | 2-8,24 61 24 3 3 3 15 3 34 15 34 3 24 3 3
12 27 58 35 79 20 18 43 5 93,5-7 | 6-8 | 0-4 | 5-9 | 0-5 | 9-9 | 6-9 | 5-9 | 2-8 | 7-9 | 0-6 | 8-9 | 9-9 | 2-6 | 9-9,18 5 12 5 12 93 5 5 5 5 12 5 93 18 93
7 30 83 83 71 71 72 42 53 30,6-7 | 0-6 | 3-7 | 9-9 | 5-7 | 7-8 | 8-9 | 9-9 | 8-9 | 7-7 | 7-7 | 7-9 | 1-2 | 4-5 | 7-8,42 7 42 30 42 42 30 30 30 42 42 30 30 71 42
10 96 35 11 17 66 94 32 99 32,5-6 | 1-7 | 3-4 | 4-4 | 5-5 | 7-8 | 1-7 | 5-6 | 1-3 | 5-6 | 9-9 | 6-7 | 8-8 | 5-8 | 6-9,66 11 11 17 66 32 11 66 11 66 32 32 99 32 32
10 81 40 94 32 40 34 83 6 64,0-1 | 5-6 | 2-7 | 2-4 | 9-9 | 5-7 | 6-7 | 9-9 | 0-5 | 1-4 | 1-9 | 4-4 | 1-3 | 0-1 | 7-7,10 34 32 32 64 34 34 64 10 32 6 32 40 10 83
90 43 5 57 35 80 20 46 26 19,7-7 | 6-6 | 4-5 | 0-7 | 6-8 | 2-7 | 4-5 | 4-7 | 3-3 | 9-9 | 5-7 | 9-9 | 9-9 | 0-2 | 0-9,46 20 35 5 20 5 35 20 57 19 20 19 19 5 5
95 2 5 28 75 62 49 54 13 35,8-8 | 5-6 | 8-9 | 0-7 | 9-9 | 3-5 | 4-7 | 7-9 | 2-5 | 7-7 | 3-6 | 5-6 | 7-8 | 0-5 | 1-1,13 49 13 2 35 28 49 13 5 54 28 49 13 2 2
61 87 61 72 56 59 89 80 36 98,6-9 | 7-7 | 7-8 | 3-4 | 1-7 | 2-6 | 6-7 | 3-7 | 1-8 | 5-5 | 4-9 | 8-9 | 9-9 | 4-4 | 8-9,36 80 36 56 56 56 80 56 36 59 36 36 98 56 36
38 29 56 28 31 82 72 59 56 35,5-8 | 0-2 | 3-4 | 2-8 | 6-8 | 0-8 | 5-8 | 4-6 | 0-8 | 3-7 | 1-7 | 8-9 | 3-3 | 2-5 | 2-8,56 29 28 28 56 28 56 31 28 28 28 35 28 28 28
14 55 31 49 88 78 25 11 99 41,3-3 | 3-9 | 5-9 | 8-8 | 9-9 | 7-9 | 5-8 | 4-7 | 4-6 | 6-8 | 7-7 | 8-8 | 4-6 | 9-9 | 7-7,49 11 11 99 41 11 11 11 25 11 11 99 25 41 11
64 70 77 48 93 57 23 8 22 65,6-9 | 8-8 | 1-2 | 4-4 | 9-9 | 3-6 | 6-7 | 1-5 | 4-8 | 3-9 | 4-5 | 3-5 | 7-7 | 9-9 | 8-8,8 22 70 93 65 23 8 48 8 8 57 48 8 65 22
85 14 53 76 57 43 12 78 49 54,2-8 | 3-8 | 3-9 | 7-8 | 4-9 | 1-4 | 4-9 | 9-9 | 5-7 | 8-8 | 7-9 | 7-9 | 2-6 | 9-9 | 3-6,12 12 12 49 12 14 12 54 12 49 49 49 12 54 12
50 2 84 98 23 11 27 7 76 73,1-3 | 0-6 | 7-9 | 7-7 | 8-9 | 4-5 | 7-7 | 5-5 | 9-9 | 5-9 | 9-9 | 9-9 | 4-6 | 8-9 | 9-9,2 2 7 7 73 11 7 11 73 7 73 73 11 73 73
65 47 5 36 55 61 81 26 80 78,5-7 | 1-1 | 5-8 | 8-8 | 6-9 | 2-3 | 1-6 | 8-9 | 9-9 | 8-8 | 5-5 | 2-2 | 0-4 | 2-7 | 1-8,26 47 26 80 26 5 5 78 78 80 61 5 5 5 5
33 88 83 76 56 91 30 76 1 87,4-5 | 3-5 | 0-6 | 0-6 | 8-8 | 8-8 | 8-9 | 0-1 | 4-9 | 4-8 | 0-7 | 1-5 | 4-4 | 9-9 | 4-9,56 56 30 30 1 1 1 33 1 1 30 56 56 87 1
21 1 54 17 31 36 9 80 99 95,1-7 | 8-8 | 0-2 | 2-6 | 2-4 | 2-3 | 3-5 | 6-7 | 1-3 | 8-9 | 6-7 | 2-7 | 9-9 | 6-7 | 7-8,1 99 1 9 17 17 17 9 1 95 9 9 95 9 80
45 13 33 99 37 1 25 89 69 23,7-7 | 2-7 | 9-9 | 5-6 | 7-7 | 5-5 | 5-5 | 4-9 | 0-0 | 6-9 | 9-9 | 5-9 | 2-8 | 4-8 | 1-2,89 1 23 1 89 1 1 1 45 23 23 1 1 1 13
71 16 85 81 78 77 66 51 71 93,9-9 | 7-9 | 0-5 | 6-9 | 2-8 | 4-6 | 4-5 | 0-7 | 7-8 | 3-6 | 3-4 | 1-6 | 2-5 | 9-9 | 8-9,93 51 16 51 51 66 77 16 51 66 78 16 77 93 71
12 46 59 7 44 55 24 99 62 86,0-3 | 4-4 | 4-9 | 3-9 | 9-9 | 6-8 | 1-6 | 5-7 | 2-3 | 1-1 | 4-8 | 7-9 | 4-8 | 1-6 | 8-9,7 44 24 7 86 24 7 24 7 46 24 62 24 7 62
12 97 6 1 50 91 27 1 80 97,9-9 | 9-9 | 9-9 | 7-7 | 7-9 | 4-5 | 2-9 | 0-9 | 2-2 | 2-2 | 0-4 | 8-9 | 7-8 | 5-6 | 7-7,97 97 97 1 1 50 1 1 6 6 1 80 1 27 1
80 43 45 12 48 51 66 84 75 5,5-6 | 2-4 | 3-7 | 8-8 | 9-9 | 6-9 | 7-7 | 8-9 | 1-5 | 8-8 | 9-9 | 2-6 | 1-7 | 9-9 | 0-0,51 12 12 75 5 5 84 5 12 75 5 12 12 5 80
30 7 53 43 42 74 42 29 37 76,4-8 | 7-9 | 9-9 | 1-2 | 0-2 | 5-8 | 9-9 | 0-9 | 7-7 | 1-8 | 8-9 | 3-4 | 1-8 | 6-8 | 3-3,29 29 76 7 7 29 76 7 29 7 37 42 7 29 43
24 90 98 74 36 82 100 98 25 30,4-9 | 0-1 | 1-8 | 5-5 | 9-9 | 6-9 | 3-3 | 4-5 | 1-7 | 2-3 | 9-9 | 7-8 | 8-8 | 0-3 | 3-4,25 24 25 82 30 25 74 36 36 74 30 25 25 24 36
89 23 62 50 45 5 8 63 64 49,4-8 | 3-8 | 0-8 | 5-5 | 1-7 | 9-9 | 2-4 | 6-6 | 1-1 | 6-6 | 9-9 | 2-3 | 3-7 | 4-7 | 4-6,5 5 5 5 5 49 45 8 23 8 49 50 5 5 5
95 97 93 6 89 69 14 53 7 16,4-4 | 5-5 | 6-8 | 8-8 | 5-9 | 8-9 | 7-7 | 2-8 | 2-9 | 4-9 | 8-8 | 3-3 | 7-8 | 7-9 | 9-9,89 69 7 7 7 7 53 6 6 7 7 6 7 7 16
60 68 25 27 54 6 17 15 19 33,0-7 | 3-6 | 2-5 | 0-8 | 6-7 | 9-9 | 2-9 | 2-9 | 1-4 | 1-8 | 0-8 | 8-8 | 3-8 | 3-5 | 8-8,6 6 6 6 15 33 6 6 25 6 6 19 6 6 19
93 29 82 3 76 30 26 53 98 46,8-8 | 6-9 | 9-9 | 9-9 | 6-8 | 6-6 | 5-5 | 9-9 | 3-6 | 9-9 | 8-8 | 2-3 | 9-9 | 7-9 | 8-9,98 26 46 46 26 26 30 46 3 46 98 3 46 46 46
87 48 30 68 54 37 88 81 86 41,8-9 | 8-9 | 3-5 | 8-9 | 0-7 | 9-9 | 0-5 | 3-5 | 3-4 | 0-4 | 2-9 | 6-9 | 9-9 | 3-5 | 4-4,41 41 37 41 30 41 30 37 54 30 30 41 41 37 54
91 86 70 80 31 89 81 15 37 70,0-7 | 5-6 | 7-7 | 9-9 | 7-7 | 4-4 | 1-1 | 6-6 | 0-4 | 2-4 | 0-8 | 5-7 | 3-7 | 7-7 | 1-2,15 81 15 70 15 31 86 81 31 31 15 15 15 15 70
77 29 63 10 12 57 84 55 26 8,1-3 | 8-8 | 1-1 | 0-5 | 1-2 | 4-4 | 7-9 | 1-8 | 5-9 | 8-8 | 7-8 | 5-6 | 1-9 | 0-8 | 9-9,10 26 29 10 29 12 8 10 8 26 26 57 8 10 8
96 78 86 5 21 57 22 75 5 12,6-6 | 6-7 | 3-7 | 5-9 | 6-9 | 4-7 | 3-6 | 9-9 | 5-9 | 5-7 | 2-3 | 7-9 | 1-7 | 0-1 | 0-6,22 22 5 5 5 21 5 12 5 22 5 5 5 78 5
62 34 49 27 2 46 100 38 15 41,4-6 | 0-1 | 0-1 | 7-7 | 4-8 | 8-8 | 4-6 | 6-9 | 7-7 | 0-6 | 4-8 | 1-7 | 2-8 | 7-9 | 5-9,2 34 34 38 2 15 2 15 38 2 2 2 2 15 15
14 92 8 22 89 86 22 30 62 80,1-6 | 8-8 | 0-7 | 3-3 | 3-3 | 0-6 | 1-4 | 7-8 | 2-3 | 9-9 | 3-9 | 8-9 | 3-8 | 1-7 | 1-8,8 62 8 22 22 8 8 30 8 80 22 62 22 8 8
69 50 53 61 76 68 80 14 77 93,1-8 | 1-9 | 8-9 | 0-9 | 2-5 | 7-7 | 2-8 | 3-5 | 0-6 | 8-8 | 3-7 | 1-9 | 5-9 | 1-5 | 6-8,14 14 77 14 53 14 14 61 50 77 14 14 14 50 14
7 50 59 15 4 54 97 78 47 17,1-3 | 0-0 | 1-7 | 0-2 | 8-9 | 8-9 | 6-9 | 6-6 | 2-7 | 8-9 | 8-9 | 9-9 | 3-5 | 7-7 | 5-8,15 7 4 7 17 17 17 97 4 17 17 17 4 78 47
12 30 91 14 89 82 59 1 10 25,4-5 | 9-9 | 8-8 | 6-6 | 0-4 | 6-6 | 1-3 | 8-8 | 2-8 | 1-4 | 3-3 | 8-8 | 4-6 | 3-4 | 5-8,82 25 10 59 12 59 14 10 1 14 14 10 59 14 1
29 93 86 32 15 98 79 52 82 34,8-8 | 0-3 | 1-9 | 5-6 | 4-9 | 3-9 | 8-9 | 7-7 | 4-8 | 3-6 | 1-7 | 5-5 | 0-5 | 4-8 | 4-6,82 29 15 79 15 15 34 52 15 15 15 98 15 15 15
59 81 42 65 3 16 5 21 65 61,7-9 | 9-9 | 7-8 | 5-7 | 0-9 | 1-8 | 7-9 | 8-8 | 8-9 | 2-8 | 8-9 | 1-5 | 3-8 | 6-7 | 3-9,21 61 21 5 3 3 21 65 61 3 61 3 3 5 3
68 95 69 92 53 59 20 64 35 25,1-8 | 1-8 | 6-7 | 8-8 | 4-9 | 0-9 | 7-7 | 7-7 | 3-3 | 1-6 | 4-8 | 5-8 | 6-9 | 0-5 | 4-9,20 20 20 35 20 20 64 64 92 20 20 20 20 53 20
22 12 27 23 31 43 8 95 84 79,9-9 | 7-7 | 6-9 | 1-1 | 0-8 | 1-6 | 8-9 | 7-8 | 9-9 | 8-8 | 4-4 | 9-9 | 0-4 | 0-7 | 4-4,79 95 8 12 8 8 79 84 79 84 31 79 12 8 31
24 21 58 41 89 81 95 82 87 64,5-9 | 3-8 | 7-8 | 3-8 | 1-6 | 5-6 | 2-6 | 3-8 | 0-6 | 8-9 | 2-8 | 4-8 | 0-4 | 9-9 | 8-9,64 41 82 41 21 81 41 41 21 64 41 81 21 64 64
27 22 57 59 9 12 83 39 27 31,8-9 | 6-6 | 5-5 | 6-7 | 0-3 | 0-7 | 4-4 | 9-9 | 6-9 | 6-8 | 9-9 | 3-5 | 5-7 | 9-9 | 1-6,27 83 12 39 22 9 9 31 27 27 31 9 12 31 9
39 19 55 46 26 6 25 42 41 27,3-3 | 8-9 | 3-7 | 6-7 | 5-5 | 9-9 | 9-9 | 7-8 | 2-6 | 3-6 | 5-6 | 1-7 | 4-5 | 7-9 | 4-6,46 27 6 25 6 27 27 41 6 6 6 6 6 27 6
37 72 85 53 52 87 94 82 66 30,2-8 | 2-9 | 3-6 | 2-3 | 6-8 | 5-7 | 6-7 | 2-9 | 8-9 | 3-8 | 6-9 | 2-2 | 8-9 | 4-8 | 3-3,52 30 52 53 66 82 82 30 30 52 30 85 30 52 53
13 95 41 13 84 71 42 7 71 82,4-5 | 7-7 | 2-6 | 7-9 | 1-4 | 0-9 | 4-9 | 0-5 | 8-8 | 5-5 | 6-7 | 3-7 | 4-5 | 5-9 | 3-5,71 7 13 7 13 7 7 13 71 71 7 7 71 7 13
