initial_array,operations,results
16 98 34 27 7 58 26 59 98 14,update-6-14 | update-7-68 | update-2-66 | update-9-48 | update-9-80 | update-2-18 | query-6-10 | query-3-7 | query-3-9 | update-6-77 | update-6-61 | update-10-85 | query-4-8 | update-9-51 | update-7-64,None None None None None None 465 234 519 None None None 397 None None
7 43 60 80 70 72 7 10 41 50,update-5-51 | query-8-8 | update-1-58 | update-8-18 | query-5-6 | query-6-8 | query-1-1 | update-3-3 | update-2-50 | query-5-10 | update-4-17 | query-9-10 | update-7-11 | update-2-50 | query-1-10,None 10 None None 193 107 65 None None 319 None 91 None None 698
59 44 82 40 54 7 70 67 46 93,query-7-10 | query-4-6 | query-5-5 | query-10-10 | query-4-8 | query-3-7 | update-1-16 | query-3-4 | query-7-10 | query-1-9 | update-6-30 | query-2-5 | query-8-8 | update-4-95 | query-10-10,276 101 54 93 238 253 None 122 276 485 None 220 67 None 93
82 74 1 31 21 60 56 92 17 99,update-9-58 | query-4-9 | update-5-55 | query-8-9 | update-9-82 | query-3-8 | update-4-50 | query-2-9 | update-6-44 | query-10-10 | update-6-65 | query-3-4 | query-7-9 | query-6-9 | query-7-10,None 335 None 167 None 316 None 597 None 99 None 82 305 474 404
59 97 46 76 82 25 57 86 89 53,query-3-10 | update-8-72 | update-8-6 | query-5-5 | update-8-64 | update-5-41 | query-10-10 | update-10-70 | query-4-7 | query-6-7 | update-8-50 | update-6-84 | update-10-12 | query-8-9 | query-7-10,514 None None 82 None None 53 None 281 82 None None None 367 559
18 94 93 6 77 58 96 99 85 84,query-6-6 | update-4-63 | query-5-9 | query-8-10 | update-3-79 | update-3-17 | update-5-70 | query-10-10 | update-6-41 | update-9-96 | query-2-5 | query-8-9 | query-4-10 | update-6-89 | update-1-83,58 None 415 268 None None None 84 None None 499 280 775 None None
98 40 98 11 98 42 74 9 40 52,update-4-98 | query-8-9 | query-8-10 | query-1-6 | query-8-8 | query-10-10 | query-5-8 | query-2-8 | query-7-7 | query-1-5 | query-8-10 | query-6-9 | query-10-10 | update-7-73 | update-7-40,None 49 101 485 9 52 223 470 74 443 101 165 52 None None
53 9 74 55 34 20 99 46 59 18,query-1-6 | query-10-10 | query-3-9 | update-4-86 | update-7-53 | query-5-7 | update-2-94 | query-8-10 | update-5-99 | update-3-49 | update-7-36 | update-6-100 | query-5-7 | update-9-87 | update-10-66,245 18 387 None None 206 None 123 None None None None 441 None None
82 72 58 57 64 91 37 18 60 99,query-2-9 | update-7-81 | query-10-10 | update-5-68 | query-2-3 | update-10-12 | query-8-8 | query-1-5 | query-3-3 | update-1-3 | update-9-59 | query-6-6 | query-8-8 | query-5-7 | query-6-6,457 None 99 None 130 None 18 401 58 None None 91 18 341 91
2 96 22 48 28 81 48 54 1 21,query-10-10 | query-9-9 | query-3-4 | query-5-9 | update-8-57 | query-7-10 | update-9-43 | update-5-78 | update-7-71 | query-4-7 | query-8-9 | update-4-34 | query-7-7 | query-8-8 | update-1-66,21 1 70 212 None 181 None None None 354 155 None 119 111 None
11 35 97 55 70 14 1 97 56 13,update-1-54 | update-10-20 | update-3-8 | update-10-25 | query-3-7 | query-6-6 | query-7-8 | query-7-7 | query-2-2 | update-6-73 | query-2-6 | query-1-6 | update-4-100 | update-10-42 | update-6-57,None None None None 245 14 98 1 35 None 352 417 None None None
67 21 71 87 66 44 85 16 54 61,query-10-10 | query-9-9 | update-8-100 | query-4-6 | query-5-8 | query-7-7 | update-7-36 | update-2-40 | update-7-41 | query-2-7 | query-3-7 | update-1-77 | query-4-7 | update-10-44 | query-2-9,61 54 None 197 311 85 None None None 491 430 None 359 None 661
36 25 93 50 30 43 20 99 90 72,update-3-98 | update-4-19 | update-9-33 | update-5-51 | query-8-10 | update-5-89 | update-8-70 | update-5-74 | update-4-98 | update-3-98 | query-2-10 | update-5-73 | query-6-9 | query-6-10 | query-1-8,None None None None 294 None None None None None 1152 None 355 427 1066
86 60 8 47 32 57 27 16 18 64,query-2-3 | query-5-10 | query-7-9 | update-8-59 | query-7-10 | update-9-27 | update-2-61 | update-8-8 | update-9-80 | update-6-50 | query-2-9 | query-9-10 | update-2-13 | query-7-9 | query-5-10,68 214 61 None 184 None None None None None 550 189 None 235 438
58 78 72 79 90 26 18 57 69 7,query-10-10 | query-3-6 | update-6-20 | update-7-12 | query-9-9 | update-2-18 | update-10-49 | query-2-7 | query-3-7 | query-2-7 | update-7-59 | query-5-7 | query-3-9 | update-5-75 | query-1-4,7 267 None None 69 None None 413 317 413 None 225 502 None 305
99 58 95 84 84 11 77 56 32 81,update-8-53 | update-3-92 | update-6-57 | update-7-39 | query-7-9 | update-4-53 | update-9-99 | update-1-66 | update-2-92 | update-6-13 | query-6-6 | query-5-9 | update-1-35 | update-2-46 | query-6-8,None None None None 257 None None None None None 81 521 None None 306
11 96 93 93 13 22 18 48 20 63,query-1-9 | update-9-15 | update-10-56 | query-8-9 | query-5-8 | update-3-36 | update-7-11 | update-1-6 | query-2-6 | query-7-9 | update-10-12 | query-5-6 | update-7-92 | update-3-69 | query-5-10,414 None None 83 101 None None None 353 112 None 35 None None 370
46 44 94 68 32 81 86 28 54 61,query-8-10 | query-5-7 | query-9-9 | query-9-10 | update-1-28 | update-4-67 | update-2-66 | update-4-44 | query-1-10 | update-5-29 | update-4-13 | update-4-99 | query-4-7 | query-2-10 | update-2-26,143 199 54 115 None None None None 799 None None None 519 866 None
99 35 68 80 69 73 63 26 85 13,update-6-43 | query-7-9 | query-8-10 | query-10-10 | update-4-20 | update-2-92 | update-8-79 | query-2-9 | query-10-10 | update-2-41 | update-2-31 | update-4-75 | update-1-14 | update-3-12 | query-7-10,None 174 124 13 None None None 733 13 None None None None None 266
77 93 96 47 80 40 16 32 44 9,query-5-7 | update-4-76 | update-8-45 | update-2-88 | query-7-7 | update-3-41 | query-8-9 | update-4-93 | update-3-64 | query-5-8 | query-3-10 | update-1-21 | update-5-19 | update-2-61 | query-5-8,136 None None None 16 None 121 None None 213 683 None None None 232
82 47 45 39 6 64 46 50 11 72,query-9-10 | update-1-93 | query-1-2 | update-8-87 | query-7-9 | update-8-21 | update-4-90 | query-4-8 | query-2-6 | query-7-10 | update-6-33 | query-10-10 | update-9-99 | update-6-95 | update-7-42,83 None 222 None 194 None None 403 291 287 None 72 None None None
28 56 27 38 96 57 19 76 22 30,query-1-8 | update-8-49 | query-10-10 | query-10-10 | query-4-5 | update-8-77 | update-5-97 | update-7-6 | query-6-7 | update-10-19 | update-7-70 | update-5-27 | update-6-69 | query-9-9 | query-4-9,397 None 30 30 134 None None None 82 None None None None 22 703
23 35 50 94 29 65 37 68 100 5,query-10-10 | update-9-14 | update-3-25 | update-1-81 | update-6-39 | update-3-66 | query-1-5 | query-2-3 | update-7-61 | update-2-89 | query-4-9 | update-3-64 | query-7-8 | update-1-67 | update-8-89,5 None None None None None 403 176 None None 507 None 166 None None
30 84 64 39 41 44 42 4 69 10,query-9-10 | update-8-8 | query-5-9 | update-4-48 | update-6-92 | update-9-78 | update-8-69 | query-6-7 | update-5-20 | update-4-14 | query-8-9 | query-10-10 | update-7-79 | update-1-89 | query-6-7,79 None 208 None None None None 178 None None 228 10 None None 257
83 27 51 41 25 81 40 15 74 89,update-2-24 | query-2-9 | query-4-10 | update-1-88 | update-6-51 | update-7-31 | query-3-4 | update-7-37 | query-4-9 | update-6-16 | update-2-77 | update-7-60 | update-4-34 | update-3-61 | update-3-21,None 378 365 None None None 92 None 395 None None None None None None
71 80 30 89 8 87 51 83 88 33,update-1-26 | query-1-6 | update-8-93 | query-4-7 | update-8-37 | query-6-10 | query-5-5 | query-4-8 | query-4-7 | update-5-66 | update-3-21 | update-10-79 | query-4-5 | query-3-8 | query-8-10,None 391 None 235 None 472 8 448 235 None None None 163 565 413
62 46 27 44 82 12 38 8 100 28,update-9-27 | query-1-5 | query-9-10 | update-9-9 | query-4-6 | query-10-10 | update-9-37 | query-4-10 | update-8-37 | query-9-9 | query-4-4 | query-9-9 | update-4-50 | update-1-23 | update-2-27,None 261 155 None 138 28 None 385 None 173 44 173 None None None
60 33 11 58 81 55 90 29 53 59,query-10-10 | update-6-6 | update-9-75 | query-10-10 | update-7-56 | query-4-5 | query-10-10 | query-3-5 | query-3-6 | query-5-9 | query-3-7 | query-8-10 | update-9-3 | update-8-70 | update-10-69,59 None None 59 None 139 59 150 211 445 357 216 None None None
3 39 34 73 90 8 49 7 13 88,query-4-6 | update-4-25 | update-1-39 | query-4-7 | update-5-48 | update-5-37 | query-8-8 | update-2-98 | query-1-9 | query-7-10 | query-9-9 | query-8-8 | query-5-9 | query-6-8 | update-6-68,171 None None 245 None None 7 None 563 157 13 7 252 64 None
75 37 55 33 50 47 68 14 7 32,query-10-10 | update-3-71 | update-4-89 | query-3-9 | update-4-44 | query-10-10 | query-7-10 | query-10-10 | query-3-8 | update-9-97 | update-5-90 | query-3-5 | query-3-10 | query-8-9 | query-4-9,32 None None 434 None 32 121 32 471 None None 432 697 118 539
86 82 39 69 55 75 80 20 47 79,update-1-24 | update-8-51 | update-5-18 | query-2-5 | query-8-9 | query-6-9 | update-4-26 | query-7-7 | update-8-76 | query-4-5 | update-3-65 | update-3-88 | update-3-31 | update-2-19 | query-8-10,None None None 263 118 273 None 80 None 168 None None None None 273
58 33 25 16 18 84 65 49 47 6,update-1-53 | query-1-8 | query-3-4 | update-6-47 | update-5-86 | update-7-49 | update-2-44 | update-6-51 | query-7-9 | update-2-38 | query-1-9 | update-8-78 | query-4-8 | update-3-36 | update-5-27,None 401 41 None None None None None 210 None 763 None 543 None None
42 97 10 9 34 28 30 13 69 59,query-10-10 | query-5-9 | query-9-10 | query-4-9 | query-4-4 | query-4-8 | update-4-57 | query-9-9 | update-1-100 | update-3-83 | query-6-9 | update-5-26 | query-4-9 | update-3-57 | update-10-69,59 174 128 183 9 114 None 69 None None 140 None 266 None None
19 81 42 57 48 10 96 100 77 66,update-3-44 | query-7-7 | query-5-8 | update-4-40 | query-10-10 | query-7-10 | query-9-9 | query-9-9 | update-7-87 | query-2-7 | update-2-73 | update-6-80 | update-3-39 | update-8-3 | update-5-62,None 96 254 None 66 339 77 77 None 505 None None None None None
63 38 3 47 85 22 69 36 43 88,update-9-4 | update-8-91 | query-1-2 | query-8-8 | update-2-3 | query-2-9 | update-10-24 | query-5-8 | query-6-10 | update-7-49 | update-10-77 | query-5-7 | query-7-8 | query-1-1 | update-9-11,None None 101 127 None 441 None 303 377 None None 225 245 63 None
29 93 20 59 1 75 13 55 72 73,update-7-68 | query-2-4 | update-4-65 | query-6-7 | query-8-9 | query-8-10 | query-10-10 | query-2-9 | query-1-9 | query-1-6 | query-5-7 | update-6-1 | query-1-1 | query-10-10 | update-8-24,None 172 None 156 127 200 73 521 550 342 157 None 29 73 None
23 90 19 79 60 89 93 34 3 76,query-7-7 | update-8-21 | update-2-75 | update-8-71 | update-5-96 | query-7-9 | update-7-4 | query-6-6 | query-10-10 | update-1-49 | update-3-61 | query-8-9 | query-4-10 | query-9-10 | update-3-59,93 None None None None 222 None 89 76 None None 129 626 79 None
96 30 33 3 70 98 26 65 17 81,update-8-42 | update-6-10 | update-1-76 | query-5-8 | query-8-10 | update-2-70 | query-8-9 | query-3-3 | query-10-10 | update-2-72 | query-3-7 | update-7-44 | query-10-10 | update-9-39 | query-5-8,None None None 311 205 None 124 33 81 None 240 None 81 None 355
67 16 46 53 61 55 75 47 90 89,update-7-11 | update-2-5 | query-1-6 | update-4-68 | query-1-5 | update-5-66 | query-7-8 | update-2-40 | update-1-14 | update-8-77 | query-2-4 | query-2-7 | update-6-70 | update-3-28 | update-8-70,None None 303 None 316 None 133 None None None 228 496 None None None
87 60 32 31 93 74 41 87 23 46,query-2-4 | update-10-86 | update-8-34 | query-1-6 | update-3-17 | update-4-4 | update-10-51 | query-2-7 | update-2-17 | update-2-10 | query-3-6 | query-2-10 | query-8-8 | update-7-63 | query-6-9,123 None None 377 None None None 352 None None 251 706 121 None 322
35 42 44 21 43 73 41 81 51 4,query-3-9 | query-10-10 | update-8-80 | update-3-10 | query-10-10 | query-7-7 | update-3-70 | update-10-79 | query-1-2 | query-7-9 | update-8-94 | update-1-32 | query-2-2 | query-2-7 | query-7-7,354 4 None None 4 41 None None 77 253 None None 42 344 41
15 78 87 43 100 45 95 37 17 59,update-6-48 | query-4-6 | update-6-29 | query-1-4 | query-10-10 | update-5-14 | query-2-8 | query-3-5 | update-6-38 | update-8-1 | query-8-8 | update-4-36 | query-9-9 | query-5-6 | update-9-4,None 236 None 223 59 None 576 244 None None 38 None 17 274 None
4 59 34 80 43 38 35 50 70 10,query-2-4 | query-2-9 | update-5-1 | query-2-6 | update-7-37 | update-1-96 | query-8-8 | update-6-34 | query-7-7 | query-7-8 | query-3-9 | query-5-6 | query-9-9 | update-10-35 | query-4-9,173 409 None 255 None None 50 None 72 122 422 116 70 None 388
69 86 66 8 61 61 70 37 15 6,update-9-97 | update-7-96 | update-8-30 | update-7-90 | query-2-7 | update-1-8 | update-7-9 | query-5-10 | query-4-9 | update-6-35 | update-7-79 | query-7-9 | update-3-61 | update-8-75 | update-2-90,None None None None 538 None None 572 574 None None 523 None None None
39 20 4 14 89 100 32 85 45 40,query-3-7 | query-6-10 | update-3-67 | update-7-41 | query-6-10 | update-5-76 | update-4-39 | update-6-67 | update-6-82 | query-6-8 | query-6-8 | update-4-41 | query-8-9 | update-5-58 | update-7-88,239 302 None None 343 None None None None 407 407 None 130 None None
24 6 94 96 62 60 36 97 20 96,query-7-9 | update-2-90 | query-8-9 | query-3-8 | update-9-60 | update-4-88 | update-8-11 | query-4-10 | update-1-55 | query-8-9 | query-3-4 | update-6-93 | query-7-7 | update-6-75 | query-1-6,153 None 117 445 None None None 626 None 188 278 None 36 None 743
73 88 12 82 1 47 42 91 92 32,query-4-4 | update-4-27 | update-2-16 | update-5-32 | query-9-10 | query-4-9 | update-8-87 | update-2-73 | query-4-4 | update-3-83 | query-8-9 | query-10-10 | update-2-54 | query-2-8 | update-4-90,82 None None None 124 414 None None 109 None 270 32 None 735 None
60 73 65 39 15 95 67 38 96 61,query-8-10 | update-8-49 | update-7-79 | update-4-18 | query-4-9 | update-1-10 | query-4-5 | query-2-2 | query-3-8 | query-3-3 | query-6-10 | query-3-8 | query-8-8 | query-6-6 | update-1-32,195 None None None 496 None 72 73 465 65 485 465 87 95 None
36 27 57 49 58 97 94 6 33 38,update-1-56 | query-7-10 | update-4-8 | query-8-8 | query-3-4 | update-2-60 | update-5-65 | update-4-86 | query-5-6 | query-8-8 | query-10-10 | update-5-7 | update-10-99 | update-5-17 | query-6-10,None 171 None 6 114 None None None 220 6 38 None None None 367
81 31 91 98 73 38 6 4 64 99,update-9-8 | query-4-10 | query-6-7 | update-9-90 | update-8-62 | query-8-10 | update-10-5 | query-8-8 | query-5-10 | update-3-80 | update-9-26 | update-9-66 | query-9-10 | query-5-5 | update-6-2,None 390 44 None None 327 None 66 449 None None None 358 73 None
89 27 73 54 75 63 58 92 49 35,update-9-1 | query-7-10 | query-7-10 | query-10-10 | query-8-9 | query-9-9 | query-4-4 | query-4-5 | query-7-7 | query-5-5 | query-3-8 | query-7-8 | query-8-9 | update-10-35 | update-9-49,None 235 235 35 142 50 54 129 58 75 415 150 142 None None
23 76 84 83 55 73 40 34 45 33,query-7-7 | update-10-57 | query-7-8 | update-10-82 | update-8-97 | query-3-3 | update-1-32 | update-4-65 | update-5-56 | update-2-71 | update-6-8 | query-7-9 | query-3-7 | update-1-69 | query-6-7,40 None 74 None None 84 None None None None None 216 464 None 121
90 59 83 40 49 68 66 52 12 63,update-9-94 | update-7-52 | query-10-10 | query-4-4 | query-6-6 | update-2-31 | query-6-9 | update-5-84 | query-10-10 | update-7-15 | query-5-7 | query-6-9 | query-4-4 | update-10-76 | update-1-10,None None 63 40 68 None 344 None 63 None 334 359 40 None None
8 95 76 50 47 40 85 91 20 49,query-5-10 | update-6-13 | query-9-10 | query-7-7 | update-2-57 | query-5-6 | query-8-8 | query-5-7 | update-8-4 | update-7-62 | query-1-10 | update-5-96 | update-8-36 | update-6-10 | update-8-45,332 None 69 85 None 100 91 185 None None 697 None None None None
72 36 43 14 13 42 58 94 62 61,update-8-63 | update-7-15 | update-1-14 | query-5-5 | query-8-10 | query-3-6 | query-10-10 | update-8-34 | query-10-10 | update-1-68 | update-10-12 | update-8-18 | query-9-9 | query-3-9 | update-8-53,None None None 13 280 112 61 None 61 None None None 62 456 None
51 70 60 9 69 80 15 18 97 32,query-7-8 | query-1-10 | update-6-50 | update-2-2 | query-3-9 | update-4-55 | query-10-10 | query-8-10 | update-1-39 | query-10-10 | query-4-8 | query-5-5 | update-1-90 | update-2-7 | update-4-90,33 501 None None 398 None 32 147 None 32 296 69 None None None
2 71 77 96 42 70 88 29 46 76,update-6-80 | update-7-75 | update-2-63 | update-9-52 | query-10-10 | update-9-99 | query-4-4 | query-5-8 | update-7-75 | update-6-71 | query-3-6 | update-8-41 | update-1-70 | query-7-7 | query-10-10,None None None None 76 None 96 384 None None 436 None None 238 76
14 68 95 12 63 9 100 75 60 28,update-7-89 | query-2-10 | update-4-3 | query-9-9 | query-9-9 | query-3-6 | update-9-81 | update-5-86 | query-10-10 | update-2-54 | update-2-43 | query-10-10 | update-2-68 | update-8-54 | query-10-10,None 599 None 60 60 182 None None 28 None None 28 None None 28
60 20 1 13 74 1 7 25 30 53,update-9-28 | query-6-7 | update-2-45 | update-9-27 | query-8-8 | query-8-9 | update-7-37 | query-6-7 | query-10-10 | update-6-36 | update-3-78 | query-6-7 | update-6-51 | update-6-18 | query-10-10,None 8 None None 25 110 None 45 53 None None 81 None None 53
21 23 83 57 15 27 8 58 90 61,update-5-24 | update-3-86 | query-10-10 | query-8-9 | query-10-10 | update-1-42 | update-3-98 | update-7-18 | update-8-32 | query-4-5 | update-2-4 | update-10-49 | query-7-9 | query-4-6 | update-2-47,None None 61 148 61 None None None None 96 None None 206 123 None
77 67 54 33 10 21 27 48 95 96,update-9-85 | query-1-9 | update-3-26 | update-7-64 | update-2-36 | update-9-73 | update-5-100 | query-8-8 | update-6-59 | update-1-5 | query-7-9 | query-1-5 | query-1-10 | update-8-68 | query-1-7,None 517 None None None None None 48 None None 392 408 976 None 579
95 59 5 4 25 52 34 25 20 23,update-4-31 | update-10-4 | update-10-72 | query-7-8 | update-4-40 | query-10-10 | query-3-6 | query-3-6 | query-8-9 | update-7-71 | query-3-6 | query-2-5 | update-9-6 | query-2-9 | query-5-8,None None None 59 None 99 157 157 45 None 157 164 None 372 207
43 97 26 65 89 93 17 37 8 93,update-4-42 | update-4-15 | query-6-10 | update-5-99 | update-9-86 | query-1-3 | query-10-10 | update-4-10 | update-6-57 | update-6-75 | update-8-91 | query-7-9 | query-9-10 | query-2-4 | query-8-10,None None 248 None None 166 93 None None None None 239 187 255 315
31 67 78 98 79 96 15 20 41 66,query-2-2 | query-4-9 | query-1-3 | update-4-24 | update-7-64 | query-10-10 | update-4-2 | query-6-8 | query-4-5 | update-6-9 | query-4-4 | query-6-9 | update-2-36 | update-8-20 | query-7-7,67 349 176 None None 66 None 195 203 None 124 245 None None 79
97 6 91 2 86 24 77 39 3 97,update-5-19 | query-9-10 | query-1-9 | query-5-7 | update-1-80 | query-1-10 | query-1-1 | query-9-10 | query-5-6 | query-4-10 | query-3-10 | query-6-10 | update-5-5 | query-9-9 | query-7-9,None 100 444 206 None 621 177 100 129 347 438 240 None 3 119
65 66 8 34 100 55 79 4 85 49,query-5-9 | update-7-88 | update-1-18 | query-3-5 | update-10-53 | query-1-2 | update-7-70 | update-10-1 | update-10-78 | query-1-7 | query-2-4 | update-9-2 | update-9-67 | query-7-9 | update-2-18,323 None None 142 None 149 None None None 583 108 None None 395 None
